userId,bu,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49
1,0.7515631314520941,0.016643167082953738,-0.05011266381735831,0.24040634931201482,0.21496865325448927,0.09562115653038628,-0.06066399396084021,0.08881609702424005,0.18982853874358868,-0.07425698338704226,0.13491383195413428,0.03195241503629826,0.11307784463312576,-0.0059392318816877164,-0.06535874565736223,-0.0379006091372039,-0.08464115479612554,-0.07818474632573796,0.08181808877615188,-0.014234890255422931,-0.16061456137504615,0.0853433552614663,0.0412121677052672,0.11368804564410705,-0.14402261739632127,-0.1994415076210819,0.08742143594195621,-0.020374842975706926,0.16747480278292082,-0.04197862414542076,-0.001989455894917966,-0.16800868961851856,0.20468837147458477,0.04867420832409882,-0.1050864512911048,-0.08955778615865823,0.07171515223927004,-0.03793715635654799,-0.013530753467922959,-0.0019267848390275724,0.0767302807667074,-0.08494973911675908,-0.005468276509075377,0.04956616535167516,-0.1936626912903881,-0.18408737883195558,-0.058652689379582804,-0.052370707420529634,0.06911878028223367,0.006249312488361353,-0.16838664758945046
2,0.06147416342931564,-0.03268598951687175,0.001786557505509206,-0.02354311558081838,0.016893401014951313,0.159356845596176,0.07437135086775934,-0.05798504442280535,-0.03383355501637687,0.08423504367767584,0.1585975972602333,-0.14778248469555563,-0.026427390568670484,-0.11997570753996203,-0.020730960608988238,0.10251048166177774,0.12258883710936275,0.01987761805669383,0.10445718286743916,0.06383859344387308,-0.03876331941197186,-0.014303379721275437,0.22144035249517097,0.07211916914638201,0.21163925516500828,-0.27530250225190744,0.05425567869141126,0.006837273370484481,-0.03841402726253402,0.024546080057285747,-0.14689434595391612,-0.06641654232118258,-0.0763052170206028,0.13981406962985865,-0.06644396495582709,-0.02225058481630911,-0.072314127743814,0.12208795222183985,0.05671323828032135,-0.08197055776886636,0.0584197354153297,0.035202621341269044,-0.021548700331946113,-0.08551711535617057,0.053720528760766724,-0.0851598549171467,-0.17147346188082052,0.0095626156897787,0.07145029743885908,0.05001900804869297,-0.03089172662369366
3,-1.002417388362921,-0.4374393514696425,-0.264519191251736,0.06795046377592974,0.18700534022257906,-0.19649010738343256,0.030807106087522552,0.4410072608469439,0.057380265341839695,-0.07276364180698244,-0.10793167423698553,-0.2864417481959501,-0.038326051290662584,0.13509267944200548,0.23600933170342334,0.06775855462217138,0.25712295535168644,-0.019177696524680977,-0.28784593036673,0.1743910734746582,0.0964229618225974,0.28731493142473286,-0.2143018700452679,0.033944135474981096,-0.36948689409658503,0.09293502963495688,0.07815517196086023,-0.33431298366736917,0.20103991534876534,0.3552999643325623,-0.2172659675753057,-0.44504354679175384,0.06641852301746104,0.03800211688121919,-0.03466335831773776,-0.17459157174165824,0.4604217872562283,-0.30621906984789204,0.05850091409263256,0.11889405024059316,-0.2052395491471732,0.07109174453511864,0.07574204009930413,-0.3434501632509441,-0.009319348112607888,0.2980763398388413,0.37505176329813467,-0.3782144126280087,-0.3144977287307557,-0.17717299903827646,-0.028789880677023972
4,-0.23892745649071714,-0.002130771728137166,0.30652579748606334,-0.21047613592167733,0.1377243365086384,0.2537990394676446,-0.24478017686276857,0.2534522371520533,0.3471333795118487,-0.48032149927025924,-0.169852553998763,-0.027429195784394345,0.02740926293067137,-0.047799206865335404,-0.27848945818858,0.0659250621446423,0.03328150426013274,0.37184112926385066,0.3431339958653867,-0.014291336641131833,0.002709916043517914,-0.19902863821477532,0.014379852661965568,-0.23079613064135618,0.2978820500251749,-0.06577072567781704,0.02591147696927334,0.07771787362648178,0.6498057008121515,-0.1979387302086353,0.4740314217206597,0.31639072233086346,-0.059613633980161757,-0.694630034717818,0.13799511566993414,-0.1502379626121983,-0.0016833185757556893,-0.35011453300085194,0.0029711261594479884,-0.02786812310238255,-0.2618303899583324,-0.4897703857436134,0.19983987819974322,0.07151156975272194,-0.3215002988745642,-0.22926711390185078,-0.26557572772571786,-0.17502801762405726,0.06446195913556764,0.03706133711542448,-0.406808838147074
5,-0.07637297341959193,0.05085116219904793,0.00993013833322068,0.019695998022054052,0.0648178651905525,-0.25206751820359863,-0.16803945505768544,0.021322656144387886,0.07736530922009056,0.12206190094268027,0.3833602230746824,0.039117703870881544,0.1604022862047793,0.10836714777256772,0.01442375986611595,-0.01593181853852444,0.018587595581872524,-0.006538572968733096,-0.1137698695480141,0.014867667937906138,-0.001437021376283563,0.3083770682637522,-0.15576141499176113,0.016402579658748227,-0.08782846615118463,0.0762928064954912,0.08616555196070451,0.12404603000979425,-0.0705003408397418,-0.14163277605967114,0.14262052691590213,-0.06486427030143424,0.019610606746065254,-0.06304055877220989,-0.05605605348422415,0.1889711454010756,0.034084069068744983,-0.2765674888278868,0.02966616159640698,-0.04192883068420106,0.022948099472290793,-0.07186070403682675,-0.0782165819429028,0.027781529290289236,0.12464689578855467,-0.09497378475364247,-0.03352441227533455,-0.17012455755466124,-0.06960884345026191,0.13214447765772924,-0.017989335789186076
6,0.0795397016477434,-0.16567730988811893,0.1852399790566556,0.1471425724747692,0.11970043911278279,0.16555417626102023,-0.22589795480934388,0.09703246491281874,-0.05737579242486553,0.08554570815762051,0.10797498034853806,0.1460492510801885,-0.07532529620764397,-0.3773918039714518,-0.049564685833692036,-0.03401644452600231,-0.09406838847245091,-0.05283900722702949,-0.06600236396650387,-0.08469695483885832,0.1356282858233277,0.0852118500418131,-0.19788167024421632,0.017582535128578013,-0.06108361240300805,-0.3121793738452044,-0.032815462747322215,0.12396376662043539,0.1677493842143006,0.22110541886403332,-0.06679018054960503,-0.16200676961088917,-0.06290817302901991,0.30360180823192173,-0.03531301582194125,0.20680914393352534,-0.3686468434795726,0.11891140290314632,0.07561977678607015,-0.010274298936081363,0.08638545888368317,-0.23307339225523155,-0.1910635355183508,-0.12327804008465836,0.11433785799860242,-0.1419078725750499,-0.3185866715140591,0.21933430266013793,0.19785621581276616,0.028293804657451623,0.0926953000442169
7,-0.44549955436851807,-0.20857610605481358,0.024111330373256665,-0.14275891113431013,-0.028370309492565884,-0.11718486506144797,-0.10807466182868514,0.40777699520470123,-0.16420998086985408,-0.12414073979283319,0.011885651719522347,0.08753989587788237,-0.0666695720889795,-0.01917910044238384,-0.17638110980668414,0.2985489484905331,0.14660565318114355,0.2952278800911899,-0.19177590019465515,-0.004381428791761773,0.02228314805779625,0.20015779639434692,0.261735543839852,0.18836544422021967,0.23467790698064575,-0.08209801221831094,0.04536318287166901,0.1769680042815318,0.19525047316954613,0.42868699868006804,0.12766145496695883,0.14031246081082435,-0.07053724833888979,0.1210923733719622,0.24550959208369308,0.20377373535214088,-0.26967608275023913,-0.2904002252700155,-0.28499929934544704,0.07899167401686219,-0.1733247287048358,-0.22724840908734983,0.1788065131864015,0.15403347739687415,-0.38156859981767655,0.10788152843194838,-0.19865553893651122,-0.23602002848606587,-0.2925125791011724,-0.07420853097154838,0.018276185777041515
8,-0.008437129387343983,0.0717134224133777,0.14824992565813172,0.06304073151200934,-0.009426203070480008,-0.0759736362303599,-0.0070241140392172125,-0.017406127927054874,-0.028326757186300084,0.0579809811417422,-0.10893145684838762,0.05277428868881329,0.258641720135962,-0.03529570940277693,0.012755563212181223,0.035877597853947625,-0.025924090718781323,0.06236628856879051,-0.08382897300011748,0.03114443007664188,-0.0359124354759396,0.00022813152253994186,0.03131219236919018,0.1377430880261963,0.12818230207852346,0.12103448798908509,-0.12178612666502545,0.014830961199074734,0.02245291811671312,0.15935145761021247,-0.110517287423491,-0.06264823331795609,0.03051155294730765,-0.1932016511507952,-0.020522853401167274,-0.057664414105766816,0.07287893086139755,-0.023024466571686178,0.15937034606431003,0.15482876517503222,-0.023651025310030452,-0.15594054418585035,0.0011458764908166981,-0.0736616517845181,0.12765197326314676,0.18078173522398513,-0.0341201318040651,-0.25131127288195426,0.0735541817781395,-0.015269675356907432,0.0934684335033732
9,-0.2943463905028016,-0.1580849399024428,0.023109040571381738,-0.07136730076878182,0.06391031471096734,-0.055813818681852104,0.09026518949863842,-0.10649846354365941,-0.10969101354643,0.06257419331849488,0.03221047214082965,0.003220910816116404,-0.12449646452216903,-0.3241869377005783,0.09936748204921309,0.09224228787265162,-0.00021858023373466136,0.2019897686376872,0.00381208985699274,0.00431788185943832,0.018875439495965027,0.2646417845952823,0.3225874678472531,-0.04503865856164819,0.10620033775563383,0.084491118465846,0.13711120252426726,-0.1296300708209567,0.12376395130181403,0.14867606691380814,-0.23561347229905438,-0.31332654345371797,-0.3077889935472478,0.09279339721413728,0.17238859621480426,0.1425307691381334,0.028801656753751414,0.15949237300343047,-0.1400038384226988,-0.1142545755945976,-0.06163965635002957,-0.0065244841048882575,0.047590085394622214,-0.2820193019489296,0.01596619225977781,-0.14670075408556504,0.008900280762313688,0.037378315835785554,-0.21656755578388656,0.002746474946851227,-0.006980165991413856
10,-0.31753543449196603,-0.26687683188732564,-0.06161308510360992,0.16543832781308157,0.03791846622302996,0.06774344801773086,-0.3201902773004829,-0.16655476716484202,-0.009825851281055547,-0.029663980013801272,-0.30489815994362146,0.3080433892397446,0.1024664713290878,-0.22400291813767392,-0.021610705425380017,-0.2212673910108288,0.13087689519420417,-0.1013670859738468,0.14248279925657714,-0.12168067418507425,-0.20042438232003945,-0.035163219683397764,-0.2752929849356654,-0.22891929824911517,0.2663689309475757,0.23885827223150624,0.03914360719853691,-0.14797286843819535,0.03902631252705718,0.3510928124873577,0.103680176801552,-0.17369053326995948,-0.3157445503378947,-0.24093937456084413,0.04666249861025961,0.07974848535812776,-0.14606863652907356,-0.07250007387931287,-0.18042265975168056,0.33375288621817073,0.09824690186820045,-0.2520117244394895,-0.012055593364105338,0.06811213288543995,-0.018026511606088282,0.2003343377712603,-0.05639329079175088,-0.18704480918152633,-0.13403034762726854,-0.11614814373440514,-0.41530629901546084
